# FuncRVA	QualifiedName
12613c0	TMIDIForm.AboutEditFadeBoxPaint
12615d0	TMIDIForm.AboutSheetResize
1261660	TMIDIForm.AboutTitleLabelClick
12532b0	TMIDIForm.FormActivate
125ad40	TMIDIForm.ExtToolListMouseDown
125b170	TMIDIForm.ExtToolListSelectionChange
1262bb0	TMIDIForm.Tool_PathBoxClick
125b180	TMIDIForm.ExtToolListSetEditText
125e900	TMIDIForm.TruePPIHelpBtnClick
1261580	TMIDIForm.AboutEditMouseDown
1260820	TMIDIForm.MainScalingBoxChange
1257610	TMIDIForm.DetachPlugsBoxClick
1254a40	TMIDIForm.PlugScanBtnClick
1260090	TMIDIForm.MIDIPageResize
1259fb0	TMIDIForm.PreviewTrackSelectGetText
1261640	TMIDIForm.AboutSheetVisibleChanged
1256000	TMIDIForm.FormDestroy
125fe50	TMIDIForm.InitControlsBoxClick
1260a80	TMIDIForm.MenuTransparencyBoxClick
1257860	TMIDIForm.SharedDataFolderBtnClick
125e840	TMIDIForm.TransparencyBoxChange
125e7f0	TMIDIForm.TimeSettingComboChange
125fae0	TMIDIForm.NumSelectChange
1253290	TMIDIForm.ForceRefreshesMenuPopup
1260330	TMIDIForm.mnuForceRefreshesSurfaceProClick
1250bc0	TMIDIForm.HighVisibilityBoxClick
12544d0	TMIDIForm.ResetUserDataLocationBtnClick
1256100	TMIDIForm.FormResize
1251bf0	TMIDIForm.BufLSliderRelease
1254620	TMIDIForm.ResetEngineLocationBtnClick
1259eb0	TMIDIForm.AutoSaveMaxWheelGetText
1259e90	TMIDIForm.AutoSaveMaxWheelChange
125e340	TMIDIForm.CurrentTemplateBtnMouseDown
125d690	TMIDIForm.ResetDSTITFMenuPopup
125db90	TMIDIForm.DSTITFShowNoneMenuClick
125db50	TMIDIForm.DSTITFShowAllMenuClick
1253460	TMIDIForm.ScriptEditorBtnClick
1254950	TMIDIForm.ResetScriptEditorBtnClick
1260200	TMIDIForm.MIDIInScriptExploreMenuClick
1260150	TMIDIForm.MIDIInScriptEditMenuClick
124f530	TMIDIForm.LanguageBoxChange
125f820	TMIDIForm.UnlockBtnClick
1252b50	TMIDIForm.FastDeclickBoxClick
1256e50	TMIDIForm.AlternateUndoBoxClick
1256f50	TMIDIForm.UpdateScriptsBtnClick
125f750	TMIDIForm.InvertPencilButtonsBoxClick
125b280	TMIDIForm.CloseDSBoxClick
1251c80	TMIDIForm.AudioOutSelectAddMenuItem
1252620	TMIDIForm.AudioOutSelectGetText
12575d0	TMIDIForm.DeleteUndoToRecycleBinBoxClick
1260b80	TMIDIForm.MetronomeTrackSelectChange
1256050	TMIDIForm.FormMouseWheel
1251a80	TMIDIForm.BufLOfsSliderChange
1253270	TMIDIForm.AskProjFoldersComboChange
1252b80	TMIDIForm.FilterCollapseAllMenuClick
1252cc0	TMIDIForm.FilterSettingsMenuPopup
1253130	TMIDIForm.FilterShowOnlyOneMenuClick
124ed00	TMIDIForm.UpdateLanguagesBtnClick
124ee50	TMIDIForm.AutomaticCrossfadesBoxClick
125bb30	TMIDIForm.CopySamplesBoxClick
125d8b0	TMIDIForm.ResetCacheButtonClick
125b440	TMIDIForm.ControllerTypeMenuOpenWindow
1260130	TMIDIForm.MidiSyncOffsetChange
1260a60	TMIDIForm.MasterSyncOffsetChange
125a8c0	TMIDIForm.ExtClockSyncSelectChange
1254900	TMIDIForm.ResetOffsetMenu1Click
125ce20	TMIDIForm.ProjectFolderTypeComboChange
124ff00	TMIDIForm.BackupFolderComboChange
12536e0	TMIDIForm.RenameProjectBtnClick
124ee20	TMIDIForm.AutoCheckUpdatesBoxClick
125b610	TMIDIForm.ControllerTypeMenuPopup
125b370	TMIDIForm.ColorfulWavesBoxClick
125f890	TMIDIForm.VerticalScrollingSliderChange
125f990	TMIDIForm.HorizontalScrollingSliderChange
12600c0	TMIDIForm.MIDIScriptSupportForumMenuClick
12533f0	TMIDIForm.ScriptActionsMenuPopup
12543a0	TMIDIForm.RepairOptionalFeaturesBtnClick
1254810	TMIDIForm.ResetFLCloudCacheButtonClick
125e450	TMIDIForm.CustomShortcutsBtnClick
125ebe0	TMIDIForm.ShowLicenseInHintComboChange
12509a0	TMIDIForm.GDPRMoreInfoBtnClick
1250980	TMIDIForm.GDPREnableLogStatisticsBoxClick
12566d0	TMIDIForm.SendAllNotesOffBoxClick
125e4a0	TMIDIForm.ThickPixelsBoxClick
125ff80	TMIDIForm.ReadRootNoteInfoBoxClick
125f7c0	TMIDIForm.UndoShowRecentAtTopBoxClick
12619e0	TMIDIForm.FLRMenuPopup
12619b0	TMIDIForm.FLREnableDebugMenuClick
125ec20	TMIDIForm.ILRemoteBoxMouseUp
124f600	TMIDIForm.LimitEditorsBoxClick
12608c0	TMIDIForm.ManageRTOBtnPaintCaption
1260850	TMIDIForm.ManageRTOBtnMouseDown
125d000	TMIDIForm.ProjFLRLayoutEditChange
125d040	TMIDIForm.ProjFLRSendBtnClick
125fb60	TMIDIForm.DenSelectChange
